location,average_cost,minimum_order,rating,votes,delivery_time,is_rating,is_votes,average_cost_cat,minimum_order_less_50,rating_cat,fast,medium,slow,is_bakery_nf_,city_nf_,rating_votes
Delhi University-GTB Nagar,100.0,50.0,3.1,4.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Delhi,2.517696472610991
Pune University,150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,3,0,0,0,Pune,0.0
Pune University,150.0,50.0,3.6,87.0,45 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Pune,5.746841964116648
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200.0,50.0,3.3,9.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Gurgaon,3.391147045808654
"Tiretti, Kolkata",100.0,50.0,3.2,12.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Kolkata,3.6480574595936814
"Mico Layout, Stage 2, BTM Layout,Bangalore",300.0,50.0,3.4,298.0,65 minutes,1,1,1,0,3_to_3.9,1,2,1,0,Bengaluru,6.92086891812752
"Rmz Centennial, I Gate, Whitefield",150.0,50.0,3.6,18.0,45 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Bengaluru,4.1713056033582285
"Dockyard Road, Mumbai CST Area",150.0,50.0,3.7,77.0,45 minutes,1,1,0,0,3_to_3.9,3,0,0,0,Mumbai,5.652138241503863
"Raja Bazar, Kolkata",150.0,50.0,3.5,101.0,45 minutes,1,1,0,0,3_to_3.9,1,0,1,0,Kolkata,5.867883485336628
Mumbai Central,100.0,50.0,3.9,116.0,45 minutes,1,1,0,0,3_to_3.9,1,0,1,0,Mumbai,6.114566744241966
Pune University,200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,2,1,0,0,Pune,0.0
"Yerawada, Pune, Maharashtra",650.0,50.0,4.4,3248.0,45 minutes,1,1,1,0,greater_equal_4,3,2,3,0,Pune,9.567399242205784
"Sector 1, Noida",200.0,50.0,3.6,125.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Noida,6.1092475827643655
Delhi University-GTB Nagar,350.0,50.0,3.3,11.0,30 minutes,1,1,1,0,3_to_3.9,1,1,0,0,Delhi,3.591817741270805
"Tiretti, Kolkata",100.0,50.0,3.6,31.0,30 minutes,1,1,0,0,3_to_3.9,3,0,0,0,Kolkata,4.71492104994721
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",150.0,50.0,3.0,4.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Gurgaon,2.4849066497880004
"Mico Layout, Stage 2, BTM Layout,Bangalore",150.0,50.0,3.1,192.0,45 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Bengaluru,6.388897483518882
"Mico Layout, Stage 2, BTM Layout,Bangalore",400.0,50.0,4.2,2828.0,45 minutes,1,1,1,0,greater_equal_4,1,0,2,0,Bengaluru,9.382409552305786
"D-Block, Sector 63, Noida",150.0,50.0,3.2,6.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,1,Noida,2.954910279033736
"Delhi High Court, India Gate",800.0,50.0,4.2,721.0,45 minutes,1,1,1,0,greater_equal_4,0,0,3,0,Delhi,8.015723662574272
"Panjetan Colony, Malakpet, Hyderabad",150.0,50.0,3.3,4.0,30 minutes,1,1,0,0,3_to_3.9,0,1,1,0,Hyderabad,2.580216829592325
"D-Block, Sector 63, Noida",200.0,50.0,3.7,66.0,30 minutes,1,1,0,0,3_to_3.9,0,1,1,0,Noida,5.497987561676604
"D-Block, Sector 63, Noida",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,2,1,0,0,Noida,0.0
"Sector 3, Marathalli",150.0,50.0,3.5,45.0,45 minutes,1,1,0,0,3_to_3.9,1,5,1,0,Bengaluru,5.059425458265688
Mumbai Central,200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,0,0,Mumbai,0.0
"MG Road, Pune",150.0,50.0,3.9,219.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Pune,6.750048282952101
Mumbai Central,200.0,50.0,3.5,36.0,65 minutes,1,1,0,0,3_to_3.9,3,1,0,0,Mumbai,4.836281906951478
"Mico Layout, Stage 2, BTM Layout,Bangalore",200.0,50.0,4.5,2805.0,45 minutes,1,1,0,0,greater_equal_4,4,1,0,0,Bengaluru,9.443236214733071
"Mico Layout, Stage 2, BTM Layout,Bangalore",200.0,50.0,4.1,37.0,45 minutes,1,1,0,0,greater_equal_4,1,2,1,0,Bengaluru,5.021904886354487
"Sector 63A,Gurgaon",150.0,50.0,4.0,34.0,30 minutes,1,1,0,0,greater_equal_4,3,0,1,0,Gurgaon,4.912654885736052
Delhi University-GTB Nagar,150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,1,0,0,Delhi,0.0
"FTI College, Law College Road, Pune",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,0,0,Pune,0.0
"Jaya Nagar, Saidabad, Hyderabad",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Hyderabad,0.0
"Sector 63A,Gurgaon",150.0,50.0,3.3,35.0,65 minutes,1,1,0,0,3_to_3.9,2,1,0,0,Gurgaon,4.749270529961848
Majestic,150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,1,0,Bengaluru,0.0
"Sector 1, Noida",250.0,50.0,2.8,27.0,30 minutes,1,1,1,0,less_3,0,2,0,0,Noida,4.3254562831854875
"Rmz Centennial, I Gate, Whitefield",250.0,50.0,3.9,163.0,30 minutes,1,1,1,0,3_to_3.9,0,5,1,0,Bengaluru,6.454726753942363
"Sandhurst Road, Mumbai CST Area",200.0,50.0,3.7,182.0,45 minutes,1,1,0,0,3_to_3.9,1,2,0,0,Mumbai,6.512339506726974
Majestic,150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,2,0,0,Bengaluru,0.0
"Nathan Road, Mangaldas Road, Pune",1000.0,50.0,4.7,441.0,30 minutes,1,1,1,0,greater_equal_4,0,2,0,0,Pune,7.6366073841628594
"Delhi Administration Flats, Timarpur",100.0,50.0,2.9,1.0,30 minutes,1,0,0,0,less_3,3,0,2,0,Delhi,1.0647107369924282
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",150.0,50.0,3.5,26.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Gurgaon,4.51085950651685
Pune University,100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,0,0,Pune,0.0
"MG Road, Pune",150.0,50.0,3.3,12.0,30 minutes,1,1,0,0,3_to_3.9,0,3,0,0,Pune,3.6788291182604347
"D-Block, Sector 63, Noida",50.0,50.0,3.2,11.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,1,Noida,3.5610460826040513
"Dockyard Road, Mumbai CST Area",100.0,99.0,3.9,60.0,45 minutes,1,1,0,1,3_to_3.9,1,0,0,0,Mumbai,5.455321115357702
"Mico Layout, Stage 2, BTM Layout,Bangalore",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,2,0,0,Bengaluru,0.0
"Raja Bazar, Kolkata",100.0,50.0,3.6,353.0,30 minutes,1,1,0,0,3_to_3.9,0,1,1,0,Kolkata,7.147401902395361
"Sector 3, Marathalli",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,2,0,0,Bengaluru,0.0
"Babarpur, New Delhi, Delhi",100.0,50.0,3.6,27.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Delhi,4.576770711466393
"Sector 1, Noida",150.0,50.0,3.7,43.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Noida,5.069532935343741
"Raja Bazar, Kolkata",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Kolkata,0.0
Mumbai Central,100.0,50.0,3.3,10.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Mumbai,3.4965075614664802
"Sector 3, Marathalli",200.0,50.0,3.5,13.0,30 minutes,1,1,0,0,3_to_3.9,0,1,1,0,Bengaluru,3.817712325956905
"D-Block, Sector 63, Noida",300.0,50.0,3.4,47.0,30 minutes,1,1,1,0,3_to_3.9,0,2,1,0,Noida,5.073923033332174
"Babarpur, New Delhi, Delhi",100.0,50.0,3.3,10.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Delhi,3.4965075614664802
"Sector 3, Marathalli",150.0,50.0,3.4,13.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Bengaluru,3.7887247890836524
"Mico Layout, Stage 2, BTM Layout,Bangalore",250.0,50.0,4.2,633.0,45 minutes,1,1,1,0,greater_equal_4,1,1,1,0,Bengaluru,7.885554947433499
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",150.0,50.0,3.5,23.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Gurgaon,4.388257184424518
"Nathan Road, Mangaldas Road, Pune",150.0,50.0,3.4,13.0,45 minutes,1,1,0,0,3_to_3.9,3,0,0,0,Pune,3.7887247890836524
Mumbai Central,300.0,50.0,3.8,77.0,30 minutes,1,1,1,0,3_to_3.9,1,0,0,1,Mumbai,5.678806488586024
"Sector 1, Noida",300.0,50.0,1.0,1.0,30 minutes,0,0,1,0,less_3,0,2,0,0,Noida,0.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,2,0,0,Gurgaon,0.0
"Moulali, Kolkata",300.0,50.0,3.6,54.0,30 minutes,1,1,1,0,3_to_3.9,2,0,0,0,Kolkata,5.2699178920263385
Delhi University-GTB Nagar,200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,2,0,0,0,Delhi,0.0
"D-Block, Sector 63, Noida",200.0,50.0,3.7,112.0,30 minutes,1,1,0,0,3_to_3.9,1,4,2,0,Noida,6.026831690945273
"Sector 1, Noida",100.0,50.0,1.0,1.0,10 minutes,0,0,0,0,less_3,1,1,0,0,Noida,0.0
Majestic,150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,2,0,0,Bengaluru,0.0
"Sector 1, Noida",250.0,50.0,3.6,76.0,30 minutes,1,1,1,0,3_to_3.9,0,2,1,0,Noida,5.611667185748395
"Sector 14, Noida",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Noida,0.0
"D-Block, Sector 63, Noida",200.0,50.0,1.0,1.0,65 minutes,0,0,0,0,less_3,0,2,0,0,Noida,0.0
"MG Road, Pune",200.0,50.0,3.7,101.0,45 minutes,1,1,0,0,3_to_3.9,1,0,1,0,Pune,5.923453336491439
"Sector 63A,Gurgaon",150.0,50.0,4.1,144.0,30 minutes,1,1,0,0,greater_equal_4,0,1,0,0,Gurgaon,6.380800273286263
"Mico Layout, Stage 2, BTM Layout,Bangalore",100.0,50.0,3.5,49.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Bengaluru,5.144583266605995
"Sector 1, Noida",150.0,50.0,3.5,20.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,1,Noida,4.248495242049359
Mumbai Central,100.0,50.0,3.0,4.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Mumbai,2.4849066497880004
"Dockyard Road, Mumbai CST Area",150.0,50.0,3.2,15.0,30 minutes,1,1,0,0,3_to_3.9,0,1,2,0,Mumbai,3.871201010907891
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,1,1,0,Gurgaon,0.0
"Babarpur, New Delhi, Delhi",100.0,50.0,2.9,1.0,30 minutes,1,0,0,0,less_3,3,0,2,0,Delhi,1.0647107369924282
"Dockyard Road, Mumbai CST Area",200.0,50.0,3.8,426.0,45 minutes,1,1,0,0,3_to_3.9,0,3,2,0,Mumbai,7.389440413001711
"FTI College, Law College Road, Pune",100.0,50.0,4.0,61.0,30 minutes,1,1,0,0,greater_equal_4,1,0,0,0,Pune,5.497168225293202
"Raja Bazar, Kolkata",250.0,50.0,4.1,1307.0,45 minutes,1,1,1,0,greater_equal_4,3,0,3,0,Kolkata,8.586476687334484
"MG Road, Pune",150.0,50.0,3.7,26.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Pune,4.566429357671661
"Nathan Road, Mangaldas Road, Pune",250.0,50.0,3.1,9.0,30 minutes,1,1,1,0,3_to_3.9,0,2,1,0,Pune,3.32862668882732
"Sector 3, Marathalli",200.0,99.0,3.2,7.0,65 minutes,1,1,0,1,3_to_3.9,0,2,0,0,Bengaluru,3.109060958860994
"Chandni Chowk, Kolkata",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,1,0,0,Kolkata,0.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",650.0,50.0,4.4,925.0,30 minutes,1,1,1,0,greater_equal_4,0,1,3,0,Bengaluru,8.311398278436641
"Rmz Centennial, I Gate, Whitefield",150.0,50.0,3.3,24.0,30 minutes,1,1,0,0,3_to_3.9,0,3,0,0,Bengaluru,4.37197629882038
"Babarpur, New Delhi, Delhi",250.0,50.0,3.4,40.0,45 minutes,1,1,1,0,3_to_3.9,1,1,1,0,Delhi,4.912654885736052
"MG Road, Pune",100.0,50.0,3.6,33.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Pune,4.777441406928545
"MG Road, Pune",100.0,0.0,3.3,12.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Pune,3.6788291182604347
"Sandhurst Road, Mumbai CST Area",300.0,0.0,3.6,102.0,45 minutes,1,1,1,0,3_to_3.9,0,2,0,0,Mumbai,5.905906658746336
"Dockyard Road, Mumbai CST Area",150.0,50.0,3.7,53.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Mumbai,5.2786247332023
"Dockyard Road, Mumbai CST Area",200.0,50.0,3.4,47.0,65 minutes,1,1,0,0,3_to_3.9,0,3,0,0,Mumbai,5.073923033332174
"Delhi Administration Flats, Timarpur",250.0,50.0,3.9,297.0,45 minutes,1,1,1,0,3_to_3.9,0,1,2,0,Delhi,7.0547086919383
"Sandhurst Road, Mumbai CST Area",200.0,50.0,4.0,4335.0,30 minutes,1,1,0,0,greater_equal_4,1,0,1,1,Mumbai,9.760771250334534
"Delhi High Court, India Gate",600.0,50.0,3.9,750.0,30 minutes,1,1,1,0,3_to_3.9,1,2,0,0,Delhi,7.981049759665957
Majestic,100.0,50.0,3.6,11.0,45 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Bengaluru,3.6788291182604347
Mumbai Central,100.0,50.0,3.8,110.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Mumbai,6.035481432524756
"D-Block, Sector 63, Noida",200.0,50.0,4.1,479.0,45 minutes,1,1,0,0,greater_equal_4,2,2,0,0,Noida,7.582687571121177
"Sector 1, Noida",100.0,50.0,3.3,15.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Noida,3.901972669574645
"Sector 14, Noida",200.0,50.0,2.4,19.0,30 minutes,1,1,0,0,less_3,0,1,0,0,Noida,3.8199077165203406
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,3,0,0,1,Gurgaon,0.0
Majestic,150.0,50.0,3.8,112.0,45 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Bengaluru,6.053499938027435
"D-Block, Sector 63, Noida",350.0,50.0,3.6,67.0,30 minutes,1,1,1,0,3_to_3.9,1,2,1,0,Noida,5.485626464853031
Majestic,350.0,50.0,3.6,34.0,30 minutes,1,1,1,0,3_to_3.9,0,2,0,0,Bengaluru,4.807294370078226
"Panjetan Colony, Malakpet, Hyderabad",50.0,50.0,3.1,98.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Hyderabad,5.716369590161673
"Mico Layout, Stage 2, BTM Layout,Bangalore",100.0,50.0,4.2,236.0,45 minutes,1,1,0,0,greater_equal_4,0,1,0,0,Bengaluru,6.898916330314933
"Nathan Road, Mangaldas Road, Pune",150.0,50.0,2.9,8.0,45 minutes,1,1,0,0,less_3,2,1,0,0,Pune,3.1441522786722644
Delhi University-GTB Nagar,200.0,50.0,3.5,32.0,30 minutes,1,1,0,0,3_to_3.9,3,0,0,1,Delhi,4.718498871295094
Delhi University-GTB Nagar,200.0,50.0,2.9,4.0,30 minutes,1,1,0,0,less_3,0,2,0,0,Delhi,2.451005098112319
"Delhi Administration Flats, Timarpur",100.0,50.0,3.4,25.0,30 minutes,1,1,0,0,3_to_3.9,1,2,1,0,Delhi,4.442651256490317
Mumbai Central,200.0,0.0,3.6,277.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Mumbai,6.9049513516494025
"Babarpur, New Delhi, Delhi",250.0,50.0,3.1,5.0,30 minutes,1,1,1,0,3_to_3.9,0,1,0,0,Delhi,2.740840023925201
Mumbai Central,200.0,50.0,3.4,25.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Mumbai,4.442651256490317
"Sector 14, Noida",200.0,50.0,2.6,123.0,45 minutes,1,1,0,0,less_3,1,3,0,0,Noida,5.767695800399854
"FTI College, Law College Road, Pune",100.0,50.0,1.0,1.0,45 minutes,0,0,0,0,less_3,2,0,0,0,Pune,0.0
"Sector 3, Marathalli",350.0,50.0,2.9,839.0,45 minutes,1,1,1,0,less_3,0,3,2,0,Bengaluru,7.796921443459635
"Noorkhan Bazaar, Malakpet, Hyderabad",100.0,50.0,3.5,237.0,45 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Hyderabad,6.7208231096305
"Sandhurst Road, Mumbai CST Area",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,0,0,Mumbai,0.0
"Sector 3, Marathalli",100.0,50.0,3.4,29.0,65 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Bengaluru,4.591071261608589
"Delhi Administration Flats, Timarpur",150.0,50.0,3.6,374.0,45 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Delhi,7.205189642876596
"Sector 1, Noida",200.0,50.0,3.3,32.0,45 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Noida,4.659658371272161
"Nathan Road, Mangaldas Road, Pune",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Pune,0.0
"MG Road, Pune",500.0,99.0,3.1,46.0,30 minutes,1,1,1,1,3_to_3.9,0,2,1,0,Pune,4.960043507980195
"Sector 1, Noida",100.0,50.0,2.9,43.0,30 minutes,1,1,0,0,less_3,0,2,0,0,Noida,4.825910852685991
"Mico Layout, Stage 2, BTM Layout,Bangalore",200.0,50.0,3.9,59.0,30 minutes,1,1,0,0,3_to_3.9,3,3,2,0,Bengaluru,5.43851399704132
Mumbai Central,200.0,99.0,3.7,246.0,30 minutes,1,1,0,1,3_to_3.9,3,0,0,0,Mumbai,6.813664355582541
"Sector 14, Noida",150.0,50.0,3.6,36.0,30 minutes,1,1,0,0,3_to_3.9,0,1,1,0,Noida,4.864452783918174
"Delhi High Court, India Gate",200.0,50.0,3.6,87.0,65 minutes,1,1,0,0,3_to_3.9,0,2,1,0,Delhi,5.746841964116648
"Sector 1, Noida",250.0,99.0,1.0,1.0,45 minutes,0,0,1,1,less_3,0,2,0,0,Noida,0.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",100.0,50.0,4.0,62.0,30 minutes,1,1,0,0,greater_equal_4,0,2,0,0,Bengaluru,5.5134287461649825
"Mico Layout, Stage 2, BTM Layout,Bangalore",300.0,50.0,4.0,201.0,45 minutes,1,1,1,0,greater_equal_4,0,4,0,0,Bengaluru,6.6895992691789665
"Dockyard Road, Mumbai CST Area",100.0,50.0,3.5,44.0,45 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Mumbai,5.0369526024136295
"Tiretti, Kolkata",100.0,50.0,3.4,15.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Kolkata,3.9318256327243257
"D-Block, Sector 63, Noida",200.0,50.0,3.0,129.0,65 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Noida,5.958424693029782
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200.0,99.0,3.2,37.0,65 minutes,1,1,0,1,3_to_3.9,0,1,1,0,Gurgaon,4.774068722449905
Delhi University-GTB Nagar,250.0,50.0,3.9,297.0,45 minutes,1,1,1,0,3_to_3.9,0,1,2,0,Delhi,7.0547086919383
"MG Road, Pune",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,0,0,Pune,0.0
Pune University,250.0,50.0,4.7,707.0,30 minutes,1,1,1,0,greater_equal_4,1,1,0,0,Pune,8.108593174612587
Delhi Cantt.,100.0,50.0,3.7,62.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Delhi,5.435467204695271
"FTI College, Law College Road, Pune",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,2,0,0,Pune,0.0
"Rmz Centennial, I Gate, Whitefield",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Bengaluru,0.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",200.0,50.0,4.3,534.0,30 minutes,1,1,0,0,greater_equal_4,3,0,0,0,Bengaluru,7.739010861659711
"D-Block, Sector 63, Noida",200.0,99.0,4.1,258.0,45 minutes,1,1,0,1,greater_equal_4,0,1,1,0,Noida,6.963946558631879
"Babarpur, New Delhi, Delhi",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,0,0,Delhi,0.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",50.0,50.0,3.2,5.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Bengaluru,2.772588722239781
"Mico Layout, Stage 2, BTM Layout,Bangalore",300.0,50.0,4.3,313.0,30 minutes,1,1,1,0,greater_equal_4,0,4,1,0,Bengaluru,7.20481821323967
"Sector 63A,Gurgaon",300.0,50.0,3.7,530.0,45 minutes,1,1,1,0,3_to_3.9,1,1,0,0,Gurgaon,7.581209826196346
"FTI College, Law College Road, Pune",550.0,50.0,4.3,3394.0,30 minutes,1,1,1,0,greater_equal_4,0,2,2,0,Pune,9.588379468493688
"Sandhurst Road, Mumbai CST Area",800.0,99.0,4.4,1102.0,30 minutes,1,1,1,1,greater_equal_4,1,2,2,0,Mumbai,8.486486530637075
Delhi Cantt.,100.0,50.0,2.9,37.0,30 minutes,1,1,0,0,less_3,0,1,0,0,Delhi,4.675628649636653
"Rmz Centennial, I Gate, Whitefield",200.0,50.0,3.1,25.0,30 minutes,1,1,0,0,3_to_3.9,0,3,1,0,Bengaluru,4.350277936359301
"Rmz Centennial, I Gate, Whitefield",200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,2,0,0,Bengaluru,0.0
"Yerawada, Pune, Maharashtra",650.0,50.0,3.6,186.0,30 minutes,1,1,1,0,3_to_3.9,0,2,3,0,Pune,6.506680519175266
"Yerawada, Pune, Maharashtra",150.0,50.0,3.0,6.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Pune,2.8903717578961645
"Chatta Bazaar, Malakpet, Hyderabad",250.0,50.0,3.5,158.0,65 minutes,1,1,1,0,3_to_3.9,4,0,0,0,Hyderabad,6.315358001522335
"Chandni Chowk, Kolkata",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,0,0,Kolkata,0.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",100.0,50.0,3.8,51.0,30 minutes,1,1,0,0,3_to_3.9,1,2,1,0,Bengaluru,5.266826699456666
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Gurgaon,0.0
Delhi Cantt.,100.0,99.0,3.5,150.0,45 minutes,1,1,0,1,3_to_3.9,0,1,0,0,Delhi,6.263398262591624
"Delhi High Court, India Gate",200.0,50.0,3.7,126.0,30 minutes,1,1,0,0,3_to_3.9,3,0,0,1,Delhi,6.144614726601657
"Sector 1, Noida",200.0,50.0,3.8,78.0,30 minutes,1,1,0,0,3_to_3.9,1,1,1,0,Noida,5.6917098934219315
"Noorkhan Bazaar, Malakpet, Hyderabad",150.0,50.0,3.9,76.0,45 minutes,1,1,0,0,3_to_3.9,3,0,0,1,Hyderabad,5.6917098934219315
"Sector 1, Noida",150.0,50.0,3.3,16.0,65 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Noida,3.966511190712216
"Delhi Administration Flats, Timarpur",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Delhi,0.0
"Delhi Administration Flats, Timarpur",200.0,50.0,3.7,575.0,45 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Delhi,7.66270286044753
"MG Road, Pune",150.0,50.0,4.2,192.0,30 minutes,1,1,0,0,greater_equal_4,1,0,0,0,Pune,6.6925798973171045
"D-Block, Sector 63, Noida",200.0,50.0,3.5,29.0,30 minutes,1,1,0,0,3_to_3.9,1,2,0,0,Noida,4.620058798481842
"MG Road, Pune",100.0,50.0,4.0,157.0,30 minutes,1,1,0,0,greater_equal_4,2,0,0,0,Pune,6.4425401664681985
Pune University,200.0,50.0,4.0,160.0,30 minutes,1,1,0,0,greater_equal_4,2,0,0,0,Pune,6.461468176353717
"Gora Bazar, Rajbari, North Dumdum, Kolkata",100.0,50.0,2.7,6.0,30 minutes,1,1,0,0,less_3,2,0,1,0,Kolkata,2.7850112422383386
Delhi Cantt.,150.0,50.0,3.5,4.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Delhi,2.6390573296152584
"Sector 14, Noida",300.0,50.0,3.3,69.0,30 minutes,1,1,1,0,3_to_3.9,0,2,0,0,Noida,5.428028973069694
"Sector 14, Noida",100.0,50.0,3.4,14.0,45 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Noida,3.8628327612373745
"Sector 3, Marathalli",150.0,50.0,2.8,1.0,30 minutes,1,0,0,0,less_3,0,1,1,0,Bengaluru,1.0296194171811581
"Delhi Administration Flats, Timarpur",100.0,50.0,4.0,126.0,30 minutes,1,1,0,0,greater_equal_4,0,0,1,0,Delhi,6.222576268071369
"Delhi High Court, India Gate",300.0,50.0,4.3,1141.0,30 minutes,1,1,1,0,greater_equal_4,0,2,0,0,Delhi,8.498275372561592
"FTI College, Law College Road, Pune",100.0,99.0,3.3,12.0,30 minutes,1,1,0,1,3_to_3.9,1,0,0,0,Pune,3.6788291182604347
"Sector 63A,Gurgaon",100.0,50.0,2.7,22.0,45 minutes,1,1,0,0,less_3,1,1,0,0,Gurgaon,4.084294226368599
"FTI College, Law College Road, Pune",150.0,50.0,4.0,107.0,30 minutes,1,1,0,0,greater_equal_4,2,0,0,0,Pune,6.059123195581797
"Raja Bazar, Kolkata",100.0,50.0,4.1,139.0,30 minutes,1,1,0,0,greater_equal_4,1,0,0,0,Kolkata,6.3454609068409535
"Sandhurst Road, Mumbai CST Area",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,0,0,Mumbai,0.0
"Sector 1, Noida",50.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,0,0,Noida,0.0
"Sector 3, Marathalli",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,0,0,Bengaluru,0.0
"Sector 14, Noida",100.0,50.0,3.5,22.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Noida,4.343805421853684
"Mico Layout, Stage 2, BTM Layout,Bangalore",200.0,50.0,3.8,58.0,20 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Bengaluru,5.39544407727876
